Naam,Geslacht,Welke sporten heb je beoefend?,"Anders, namelijk",Hoeveel jaar heb je je langst beoefende sport beoefend?,Wat is het fanatiekst dat je hebt gesport?,Wat is je beste sportprestatie?,Heb je eerder geroeid?,"Zo ja, hoe lang?","Zo ja, hoe vaak per week?","Zo ja, bij welke vereniging?",Hoe vaak ben je van plan te gaan roeien per week?,Gewicht (in kg),Lengte (in cm),Ik wil naar Skøll voor,Heb je je naast sport op een ander gebied buitengewoon ingezet?,Waar ken je Skøll van?,"Anders, namelijk.1",Waarom zou jij goed bij Skøll passen?,Instituut,Wanneer ben je begonnen met je studie?,Wanneer verwacht je af te studeren?,Heb je je zwemdiploma A?,"Indien je niet in Amsterdam woont, ben je op zoek naar een kamer in Amsterdam?","Op Skøll eten veel mensen vegetarisch, pas je voorkeur hieronder aan als je toch wel vlees wilt eten",Heb je medische bijzonderheden waar wij rekening mee moeten houden?,Namelijk,Heb je allergieën waar wij rekening mee moeten houden?,Wanneer kun je roeien?
4460565171689407517,Vrouw,rowing,,ongeveer 6 jaar ,,halve marathon gerend,Ja,ongeveer 6 jaar ,2 à 3 keer per week,eerst bij Het Spaarne in Haarlem en daarna bij Argo in Wageningen,2 à 3 keer per week,53,168,,,friend,,Ik heb al veel roei-ervaring en wil daar graag mee doorgaan. ,,,,Nee,Ja,,Nee,,,"ne ne ne ja, ja ja ja ja, ne ne ja ja, ja ja ja ja, ja ja ja ja"
-2131865445291215481,Vrouw,"hockey, other","badminton, dansen",badminton 3 jaar & hockey 2 jaar,,"ik heb in het hoogste team van de lokale badmintonclub gezeten, maar toen was ik wel jonger dan 15 jaar. ",Nee,,? keer per week,,2 à 3 keer per week,59,165,,,internet,,"Ik ben nieuw in Amsterdam dus gemotiveerd om vaak te komen roeien, borrelen en veel mensen te leren kennen. Ik heb altijd al willen roeien wanneer ik zou gaan studeren dus ik heb er heel veel zin in! en ik ben gezellig en skøll lijkt me ook heel gezellig! ;)",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ne ne ne, ja ja ja ja"
-4511982336712255134,Vrouw,"tennis, hockey, other","Fitness, verschillende dansen zoals ballet,hiphop en jazzballet","fitness 3 jaar, hockey 2 jaar, tennis 2 jaar (erg lang geleden) en ik heb vanaf mijn zesde tot mijn vijftiende gedanst.",,In de eerste klas spelen bij hockey.,Nee,,? keer per week,,2 à 3 keer per week,70,173,,,"internet, stand",,"Zoals hierboven eigenlijk al te zien is heb ik voornamelijk individuele sporten gedaan. Het valt mij op dat ik toe ben aan iets nieuws en Skøll lijkt mij de perfecte oplossing. Ik wist al voordat ik begon met studeren dat ik bij een studenten sportvereniging wilde, maar ik had mijn keuze snel gemaakt toen ik mijn vader hoorde over zijn tijd bij een studentenroeivereniging (dit is wel een tijdje terug natuurlijk!). Het lijkt me een heerlijke sport en de vereniging lijkt me een fijne en gezellige plek om te zijn. Ik heb nu al zin om te beginnen!",Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
3236120909433595452,Man,soccer,,12 jaar,,,Nee,,? keer per week,,? keer per week,68,180,,,friend,,Het lijkt mij erg gezelig om af en toe te roeien en daarnaast gezellig te borrelen. ,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ne ne ne ne, ja ja ja ja"
6874756188938438815,Man,"volleyball, swimming",,2 jaar,,,Nee,,? keer per week,,2 à 3 keer per week,66,177,,,"flyer, stand, other",Intreeweek,Roeien lijkt erg leuk te zijn en het is een goede manier om te oefenen en samen te werken als een team. ,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ja ja, ne ja ja ja, ne ja ja ja, ne ne ja ja"
-869000742011953488,Man,"soccer, tennis, hockey",,15 jaar,,Lijnteams hockey,Nee,,? keer per week,,2 à 3 keer per week,85,194,,,city,,"Ik hou van sporten en gezelligheid, ik wil heel graag roeien dus dan is dit de perfecte combi lijkt me",,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja, ja ja ja ja"
4791971788620264150,Man,"cycling, other",Mountain Biking,4 years,,FInished top 10 in a national downhill race.,Nee,,? keer per week,,2 à 3 keer per week,68,180,,,friend,,I always wanted to try rowing and i think that the initial 6 weeks are the perfect opportunity. I consider myself a good team player and I am always looking to make new friends. ,Hogeschool van Amsterdam,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-8764384255039632188,Man,"rowing, atletics, cycling, ice-skating, swimming",,3/4 jaar,,8e op de wk junioren roeien in skiff,Ja,6 jaar,Meer dan 5 keer per week,Het Spaarne,Meer dan 4 keer per week,90,194,,,,van het roeien,jong en enthousiast,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
8971204682459025030,Vrouw,"tennis, hockey","zeilen, skien",gemiddeld 7 jaar,,Dat ik mijn anwarter diploma heb gehaald om in Oostenrijk skiles te kunnen geven.,Nee,,? keer per week,,2 à 3 keer per week,51,160,,,friend,,Omdat ik in mijn studententijd op zoek ben naar een vereniging waarbij gezelligheid met sport wordt gecombineerd,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ne ne"
-5765591657235455350,Man,"tennis, hockey, other",Golf,6,,C3 hockey van de 3,Nee,,? keer per week,,2 à 3 keer per week,70,177,,,"flyer, internet",,Het sluit goed bij mij aan,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja"
8616474790642619269,Vrouw,"rowing, atletics",,4 jaren,,"\'Blades\' in Summer 8s 2017 with St Edmund Hall W1, Oxford \nHalf marathon in 1hr47 in Sep 2018",Ja,4 jaren,4 à 5 keer per week,"St Edmund Hall, Oxford ",2 à 3 keer per week,68,175,,,friend,,"I\'ve heard great things about Skoll from my flatmates. From what they say, it seems like a very sociable club whereto get out what you put in. I hope to build on my experience and improve as a rower, to keep fit, and to meet new and like-minded people in Amsterdam. ",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ne ne ne ne, ja ja ja ja"
4196491416587964673,Vrouw,other,Voltige (acrobatiek op een galopperend paard),7 jaar,,4e op het WK junioren,Nee,,? keer per week,,2 à 3 keer per week,70,178,,,"poster, internet, friend",,De combinatie van roeien en gezelligheid bij Skoll spreekt me erg aan!,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja"
7909364432039738568,Man,"rowing, soccer, tennis, basketball",,7 jaar,,"15,2 sec op de 100 meter roeimachine",Nee,,? keer per week,,2 à 3 keer per week,92,200,,,other,Intreeweek,Ik ben fanatiek in de sport en ik hou van gezelligheid,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ne, ne ja ja ne"
-240984215614960521,Man,"tennis, swimming, other",,"In de afgelopen 4 jaar heb ik 3 jaar gezwommen, 1 jaar gerend en 2 jaar naar de sportschool gegaan.",,,Nee,,? keer per week,,Meer dan 4 keer per week,82,187,,,friend,,"Skøll is in mijn idee een vereniging waarbij ik snel verbetering in roeien zou kunnen maken, wat me een heel leuke sport lijkt. Vanwege zowel het technische als het conditie aaspect.Daarnaast heeft Skøll ook nog sociale evenementen waarvan ik de sfeer heel prettig vondt tijdens de intreeweek.",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja, ne ne ne ne"
-2401918207958252165,Man,"soccer, tennis",,15 jaar,,Paar toernooien gewonnen. Kampioen 2e klasse voetbal ,Nee,,? keer per week,,Minder dan 2 keer per week,65,184,,,friend,,Het lijkt me leuk om een nieuwe sport te beoefenen. En het lijkt me daarnaast ook gezellig. ,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ne ne ne ne, ja ja ja ja"
2929072223762702541,Vrouw,hockey,Paardrijden ,Hockey: 4 Paardrijden:10,,Ik heb 10 jaar paardgereden en 4 jaar gehockeyed ,Nee,,? keer per week,,2 à 3 keer per week,63,178,,,"friend, stand",,omdat ik graag wil roeien en dat wil doen in een motiverende en gezellige omgeving ,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ne ne ne, ne ja ja ja, ne ja ja ja"
2891462295171954461,Man,"rowing, other",Honkbal,"Roeien 1 jaar, Honkbal 9 jaar",,In 8 uur Berg Fuji op en afbeklommen (1500 meter omhoog gegaan en 1500 meter afgedaalt),Ja,1 jaar,Minder dan 2 keer per week,Roeivereniging Naarden,2 à 3 keer per week,72,182,,,friend,,Omdat ik veel mensen wil leren kennen en tegelijkertijd mijzelf fit wil houden tijdens mijn studie. De sfeer van Skøll past van de roeiverenigingen in Amsterdam mij het best.,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja"
-8920140166112102199,Man,"soccer, tennis, hockey",,10 jaar,,Ben gestopt rond mijn 15e dus vooral voetbaltoernooien met school,Nee,,? keer per week,,2 à 3 keer per week,80,205,,,"friend, other",intro week UVA,Hou van gezellig samen sporten en hou wel van een borrel of feestje.,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
6382613113777152024,Man,"ice-skating, soccer, tennis, swimming, hockey, other","Rugby, Sportschool","Voetbal 5, hockey 6, rugby 3, sportschool 3",,Hockeykampioen worden zowel op het veld als in de zaal,Nee,,? keer per week,,Meer dan 4 keer per week,87,193,,,"poster, internet, friend, other",introweek vorig jaar,"Ik ben erg gedisciplineerd, maar hou ook erg van feesten. Ik denk dat ik met mijn inzet en bouw een goede bijdrage kan zijn aan een roeiploeg. Daarnaast ben ik ook erg gezellig en trouw.",,,,Nee,Ja,,Nee,,,"ja ne ne ne, ja ne ne ja, ja ne ne ne, ja ne ne ja, ne ne ne ne"
-3078519427961715126,Man,"soccer, tennis",,"Voetbal 15 jaar, tennis 2",,Eerste klasse spelen,Nee,,? keer per week,,3 à 4 keer per week,85,199,,,"stand, other",Gewoon algemene bekendheid,"Ik hou van het intensief beoefenen van sport, en daarnaast is de gezelligheid een grote toegevoegde waarde. Sport staat voor mij weliswaar op 1, maar ik vind het minstens zo leuk om nieuwe mensen te leren kennen en vriendschappen op te bouwen.",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
6328427494194300579,Vrouw,"soccer, tennis, basketball, other",Golf,15 jaar,,Nederlands kampioen u18 basketball,Nee,,? keer per week,,3 à 4 keer per week,63,175,,,internet,,,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
3817246767158617879,Man,"rowing, atletics",,"Atletiek 3 jaar, Roeien 3 jaar",,-,Ja,3 jaar,Minder dan 2 keer per week,De Drietand,2 à 3 keer per week,68,188,,,"friend, stand",,Ik houd heel erg van roeien en gezelligheid. Ik denk dat Skøll daarvoor de leukste vereniging is!!,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ne, ja ne ne ne, ne ja ja ne, ne ja ne ne, ja ja ja ja"
8712726777400122427,Vrouw,"tennis, basketball, hockey",en dansen,hockey: 5 jaar basketbal:1 jaar tennis; 1 jaar dansen: 3 jaar,,weet ik niet,Nee,,? keer per week,,2 à 3 keer per week,66,178,,,internet,,"ik houd van sporten, een feestje en ben fanatiek met alles wat ik leuk vind.",,,,Nee,Ja,,Nee,,,"ne ne ja ja, ja ja ja ja, ne ne ja ja, ja ja ja ne, ja ja ja ja"
167408452957687452,Vrouw,"soccer, other",zeilen ,10 jaar,,CWO 4 zeilen\n1e klasse jeugd,Ja,2 keer,? keer per week,,2 à 3 keer per week,60,165,,,friend,,Ik ben een fanatieke sporter en houdt van borrelen. ,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ne ne ne"
-7066397393600492140,Vrouw,"tennis, hockey",,12 jaar,,2e klasse hockeyen,Nee,,? keer per week,,2 à 3 keer per week,73,175,,,friend,,"Ik heb vroeger veel gezwommen, gezeild en gesurft. Altijd een waterrat geweest. Ondanks dat ik misschien niet altijd de beste was in deze sporten, heb ik het altijd graag gedaan en alles gegeven. Ik kan niet wachten om weer een nieuwe sport op het water te leren en te kijken of ik daar wél een keer die eerste prijs weet te bemachtigen. Daarbij heb ik zin om veel nieuwe mensen te leren kennen en gezellige avonden te beleven op Skøll! ",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne"
-143481595124824508,Vrouw,"atletics, volleyball, handball",,2-3 jaar,,2e plaats in atletiekcompetitie (toen Ik 17 was),Nee,,? keer per week,,Minder dan 2 keer per week,55,168,,,"poster, friend",,"Ik ben gemotiveerd om te leren roeien, enthousiast over sporten en wil mijn sociale leven ontwikkelen. Verder denk ik dat Skøll heeft een ontspannend en gezellig sfeer. ",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja, ne ne ne ne"
-6471267801842932409,Vrouw,"tennis, other",Hardlopen en krachttraining,6 maanden,,5 km in 30 min tijdens vestingloop afgelopen zomer,Nee,,? keer per week,,Minder dan 2 keer per week,63,174,,,internet,,"Skoll kan mij de nieuwe vrienden en gezelligheid bieden in een (voor mij) nog nieuwe stad! Ik ben al begonnen met mijn master, maar zal dus goed kunnen bonden met de andere \'oudere\' nieuwelingen en investeer graag mijn semi tussenjaar aan leuke dingen op Skoll! Ik zou graag bevriend worden met een leuke ploeg meiden en na de training bijkletsen met een biertje op skoll!",,,,Nee,Ja,,Nee,,,"ne ne ne ne, ja ja ja ja, ne ne ne ne, ja ja ja ja, ne ne ne ne"
3487264121570944873,Vrouw,tennis,,8 jaar,,Interne dubbel competitie gewonnen. (junior),Nee,,? keer per week,,2 à 3 keer per week,69,178,,,stand,,"Het lijkt me super leuk om een teamsport te beoefenen. Voorheen heb ik altijd op tennis gezeten. Dit vond ik erg leuk, maar ik denk dat roeien meer een groepsgevoel opwekt. Daarnaast ben ik zeer gemotiveerd en houd ik van doorzetten. Ook vind ik het erg leuk om even een biertje te drinken of naar een feestje gaan. Van wat ik lees en hoor is Skoll de perfecte combinatie hiervan. \nHopelijk tot snel :)",,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja"
9161040632863552093,Vrouw,"tennis, swimming, hockey",,minimaal 4 jaar,,hockey selectie,Nee,,? keer per week,,2 à 3 keer per week,60,157,,,stand,,Ik ben sociaal en ik ben graag bezig met sporten.,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
6711697422151348848,Man,"swimming, other",Table tennis,4 years,,,Nee,,? keer per week,,2 à 3 keer per week,79,187cm,,,friend,,,,,,Nee,Nee,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ne ne ne"
8998443849222209897,Vrouw,"hockey, other",Kickboksen en paardrijden,"Paardrijden 12 jaar, hockey 7 jaar, kickboksen <1 jaar",,Foutloos parcours gesprongen tijdens clubkampioenschappen met de snelste tijd waarmee ik 1e ben geworden.,Nee,,? keer per week,,2 à 3 keer per week,73,170,,,friend,,"Ik denk dat ik goed bij Skøll zou passen, omdat het een gezellige maar vooral goede vereniging is waarbij ik graag wil leren goed te kunnen roeien. En ik hoor van vriendinnen dat er een leuke en gezellige sfeer hangt.",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
-5131116388657550299,Vrouw,hockey,,5 jaar,,,Nee,,? keer per week,,2 à 3 keer per week,68,170,,,friend,,Het lijkt me super leuk om te leren roeien en ik vond het bij skoll gewoon het chillst en gezelligst voelen! ,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
6342140711761608012,Man,"soccer, tennis, volleyball",,"2 j, 2 j, 15 j",,,Nee,,? keer per week,,2 à 3 keer per week,75,188,,,internet,,dat zullen jullie wel spoedig uitvinden,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
-1346173741720693851,Vrouw,swimming,,"3 jaar, 3 jaar geleden",,,Nee,,? keer per week,,2 à 3 keer per week,65,170,,,"internet, friend",,"Ik wil graag bij een vereniging om een beetje mijn sociale leven in Amsterdam uit te breiden en om het sporten weer op te pakken! Skoll lijkt me erg open, leuk en gezellig.",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ne ja ja, ne ne ja ja, ja ja ne ne, ja ja ja ja"
7113928128641831934,Vrouw,"rowing, atletics, soccer",,"3 jaar roeien, 8 jaar Vietnam, 2 jaar ateletiem",,Canammex 2017-2018 (de coupe van de VS) en junioren WK 2018-2019,Ja,3 jaar,Meer dan 5 keer per week,RIC,3 à 4 keer per week,72,180,,,friend,,Ik wil man examenjaar goes armament maar ook Kinney roeien met mensen van Mijn eigen niveau.,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-4855517871172616811,Vrouw,handball,Dansen,11 jaar,,Nederlands kampioen hiphop op kngu met mijn wedstrijd dansteam,Nee,Nvt,? keer per week,Nvt,2 à 3 keer per week,75,169,,,friend,,Van mijn huisgenoot heb ik gehoord dat het een hele gezellige en open vereniging is. Ook spreekt de combi tussen sport en gezelligheid mij aan!,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ne ne ne"
5984015058365473833,Man,hockey,,10 jaar,,Kampioenschap 1e klasse B-jeugd; toen ik precies 15 was 3e op NK hockey,Nee,-,? keer per week,-,2 à 3 keer per week,73,185,,,friend,,"Ik denk dat ik goed bij Skøll zou passen omdat ik van varen houd, graag sportief bezig ben en daarnaast een biertje zeker niet warm laat worden. ",,,,Nee,Nee,,Nee,,,"ja ja ja ne, ja ja ja ja, ne ja ja ja, ne ne ja ja, ne ja ja ja"
6324641414648973086,Vrouw,"atletics, ice-skating","Turnen, acrobatiek en klimmen","Atletiek 2 jaar, turnen 7 jaar, klimmen 2 jaar en schaatsen sinds jongs af aan",,Ik heb binnen een uur de tien kilometer loop in het vondelpark gerend en ik heb een vloeroefening voor turnen met een salto erin gedaan. ,Nee,,? keer per week,,Minder dan 2 keer per week,50,170,,,friend,,"Ik ben sportief, enthousiast en hou ervan om buiten te zijn, maar ik hou ook van gezelligheid en feestjes en van een beetje gekkigheid:) ",,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
1910714040752908238,Man,"soccer, tennis, hockey",Kickboxen,"Voetbal: 8 jaar, Tennis: 5 jaar, Hockey: 3 jaar, Kickboxen: 1 jaar",,Kampioen met voetbalteam in 2018,Nee,,? keer per week,,3 à 4 keer per week,78,193,,,friend,,Ik zou graag sport willen combineren met de gezelligheid van een vereniging,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
3979850643133205142,Man,"cycling, soccer, tennis, swimming",,,,Mont Ventoux bestegen,Nee,,? keer per week,,3 à 4 keer per week,83,196,,,internet,,vind de combinatie tussen sport en feesten zeer goed bij mij passen,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-4472027908884209097,Vrouw,other,"Paardrijden fanatiek. Even hockey en zwemmen, maar niet fanatiek. Hardlopen.","Paardrijden: tot me 16e | Zwemmen, hockey, hardlopen: +/- 1,5 jaar",,"Niet echt iets specifiek. Nooit fanatiek wedstrijden gedaan, eerder voor me plezier.",Nee,,? keer per week,,2 à 3 keer per week,73,189,,,friend,,"Ik ben via vrienden bij Skøll gekomen en heb er veel over gehoord. Hierdoor had ik ook een vrij duidelijk beeld van wat er van je verwacht wordt, hoe de leden zijn en hoe de sfeer is. Ik denk dat ik zelf erg open sta voor nieuwe dingen/uitdagingen en dat ik me best zal doen om een goede en gezellige bijdrage te geven aan de vereniging. Ik wil ook graag me horizon verbreden en ik denk dat skøll hier de juiste plek voor is. Niet alleen op basis van vrienden en gezelligheid, maar ook op basis van sporten. Ik ben namelijk nooit heel erg bezig geweest met sporten en hoop dat dit zal veranderen.",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-3658180920686401717,Vrouw,swimming,,14 jaar,,Belgisch Kampioen 200m vrije slag,Nee,,? keer per week,,2 à 3 keer per week,63,177,,,friend,,Ik hou van gezelligheid en sporten en wil dit graag combineren in mijn studentenleven. ,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ne ne ja, ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja"
-1696639069176223903,Vrouw,soccer,,7 jaar,,Knvb onder de 16,Nee,,? keer per week,,2 à 3 keer per week,62,178,,,friend,,Het lijkt me een leuke vereniging waarbij er ook nog gesport wordtO,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ne ne ne, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
4428151704341286048,Vrouw,"swimming, other",Paardrijden,4 jaar,,1e bij lokale paardrijwedstrijd,Nee,,? keer per week,,Minder dan 2 keer per week,75,178,,,"friend, stand",,Omdat ik hou van sporten maar daarnaast ook van een goeie portie gezelligheid!,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ne ne ja ja, ja ja ja ja"
8171807136775399035,Vrouw,"soccer, tennis, hockey",,"H: 9 jaar, V: 2 jaar, T: 2 jaar",,Niet iets dat ik me kan herinneren,Nee,,? keer per week,,2 à 3 keer per week,78,176,,,friend,,"Gezellige out going persoon die van sporten houdt, teamspeler",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ne"
-4834518515338706543,Vrouw,hockey,,7 jaar,,In een vriendenteam hockey gespeeld,Nee,,? keer per week,,? keer per week,60,168,,,,introductieweek,Ik ben sportief en hou van gezelligheid:),,,,Nee,Nee,,Nee,,,"ne ja ja ne, ne ja ja ne, ne ja ja ne, ne ja ja ne, ne ja ja ne"
-2635081487606787344,Man,rowing,,3 jaar,,3e geworden in roeiwedstrijden Jongens 16+,Ja,3 jaar,2 à 3 keer per week,Doorslag,2 à 3 keer per week,63,192,,,friend,,Tijdens je studententijd heb je de tijd van je leven. Het kan dan ook niet anders dat ik deze tijd van me leven zou hebben bij Skøll,Hogeschool van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ne ne, ja ja ne ne, ja ja ne ne, ne ne ne ne, ja ja ja ja"
-2181515281843342488,Vrouw,other,"Skiën, fitnessen en paardrijden","Skiën 16 jaar, fitnessen 4 jaar, paardrijden 15 jaar",,"Meer gewichten kunnen pakken bij het fitnessen en beter worden in de sporten, maar voorderest heb ik geen wedstrijden gedaan in die tijd",Nee,,? keer per week,,2 à 3 keer per week,59,173,,,friend,,"Het lijkt misschien niet zo als je naar mijn sportverleden kijkt, maar ik hou erg van sporten. Zeker in teamverband word ik erg fanatiek. Daarnaast hou ik ook van de gezelligheid van een vereniging en de mogelijkheid om samen te borrelen. Dus de combinatie van sporten en gezelligheid leek mij perfect. ",,,,Nee,n.v.t.,,Nee,,,"ne ne ne ne, ja ja ja ja, ja ja ne ne, ja ja ja ja, ja ja ja ne"
4660102921410407457,Vrouw,hockey,,13 jaar,,1e klasse gespeeld,Nee,,? keer per week,,Minder dan 2 keer per week,73,175,,,,introductiedagen,Ik ben erg gezellig en toch ook wel een beetje sportief ,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ne"
8204526410223159146,Vrouw,"tennis, hockey",,Hockey: 10 jaar. Tennis: 3 jaar.,,Kampioen geworden in de A met hockey in de 1e klasse,Nee,,? keer per week,,Meer dan 4 keer per week,60,172,,,friend,,"Ik ben erg fanatiek en heb altijd heel erg genoten van het doen aan een teamsport. Verder hou ik van een drankje, een feestje meepakken en nieuwe mensen leren kennen.",Vrije Universiteit Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
1208449311715910197,Vrouw,"soccer, tennis, swimming",,"Zwemmen 2,5 jaar, Tennis 12 jaar en voetbal 7 jaar",,Ik heb gevoetbald in de 1ste klasse,Nee,,? keer per week,,3 à 4 keer per week,76,172,,,friend,,Ik vind het heel erg leuk om te sporten en te feesten dus ik denk dat die combi heel goed past bij Skoll!,Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja, ne ne ne ne"
-6435388611996778797,Man,hockey,,12 jaar,,Vijfmaal gescoord in een wedstrijd :),Nee,,? keer per week,,2 à 3 keer per week,82,190,,,"flyer, internet, friend, stand",,Tijdens het eten op de soci tijdens intreeweek en op de student fair heb ik een goede indruk gekregen van Skøll. Er heerst altijd een gezellige sfeer bij de vereniging die ik erg waardeer. Vanuit mijzelf ben ik sociaal aangelegd en ik heb graag mensen om mij heen. Na de training of wedstrijd een biertje doen spreekt mij aan. Uiteraard ben ik ook te porren voor de befaamde grotere feesten. Toch kreeg ik ook het gevoel bij skøll dat niet alleen gezelligheid voorop staat. Er moet natuurlijk ook geroeid worden daar op de bosbaan. Ik heb 12 jaar gehockeyd en houd wel van een competitie. Zodoende hoop ik wel redelijk serieus te kunnen trainen en wedstrijden te doen. Tijdens de RIT hoop ik erachter te komen of dit op hoog niveau wil doen of gewoon twee a driemaal per week. ,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
7697436943766270851,Vrouw,,Korfbal,10 jaar,,"Kampioen worden met team, ik speelde middenklasse, niet heel hoog maar ook niet laag",Nee,,? keer per week,,2 à 3 keer per week,64,170,,,friend,,"Ik vind het heel leuk om te sporten, ben benieuwd om roeien te leren en heb heel veel zin in het sociale aspect, lekker nieuwe mensen ontmoeten!!",Universiteit van Amsterdam,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
8503574611876292132,Man,"soccer, other",Fitness,10 jaar,,2e in de Eerste Klasse in de voetbal competitie.,Nee,,? keer per week,,Minder dan 2 keer per week,79,179,,,friend,,"Veel van mijn vrienden en kennissen van studie zitten bij skoll, door hen heb ik een goede impressie gekregen hoe gezellig het bij skoll is en ik denk dat ik daar goed tussen pas kwa gezelligheid. Verder lijkt roeien me een leuke bijsport voor tijdens de studie.",,,,Nee,Nee,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
